Gene	sgRNA	mock_day12|beta	mock_day12|z	mock_day12|p-value	mock_day12|fdr	mock_day12|wald-p-value	mock_day12|wald-fdr	myci_Day12|beta	myci_Day12|z	myci_Day12|p-value	myci_Day12|fdr	myci_Day12|wald-p-value	myci_Day12|wald-fdr	z_Difference	beta_difference
Psmb4	5	-2.0872	-4.2707	0	0	1.95E-05	0.00081047	-1.9827	-4.0814	0	0	4.48E-05	0.0015128	0.1893	0.1045
Cplx2	5	-0.023532	-0.16978	0.93557	0.99926	0.86518	0.96223	0.081004	0.58464	0.54953	0.95067	0.55879	0.84934	0.75442	0.104536
Nts	5	0.1079	0.53659	0.41903	0.88524	0.59155	0.87636	0.21244	1.0572	0.16538	0.66248	0.29044	0.74847	0.52061	0.10454
Ydjc	5	-0.1107	-0.71822	0.77106	0.9864	0.47262	0.83752	-0.0061526	-0.03994	0.88933	0.99417	0.96814	0.99176	0.67828	0.1045474
Spink6	5	0.23614	0.93551	0.10142	0.52527	0.34953	0.79386	0.34077	1.3504	0.034217	0.3118	0.17689	0.71087	0.41489	0.10463
Hltf	5	-0.014948	-0.093327	0.90244	0.99712	0.92564	0.97976	0.08971	0.56033	0.51701	0.9395	0.57526	0.85511	0.653657	0.104658
4930553M12Rik	3	-0.23773	-0.75313	0.47976	0.91543	0.45137	0.83095	-0.13303	-0.42151	0.65927	0.97563	0.67338	0.89345	0.33162	0.1047
Tmem256	5	0.057343	0.42059	0.61067	0.95845	0.67406	0.90463	0.16205	1.1887	0.28519	0.80848	0.23454	0.73432	0.76811	0.104707
Skor2	5	0.24463	1.1638	0.090834	0.50042	0.24452	0.76233	0.34936	1.6626	0.030158	0.28859	0.096386	0.59957	0.4988	0.10473
Xirp1	5	-0.19513	-1.2014	0.57028	0.94422	0.2296	0.7563	-0.090356	-0.5566	0.8191	0.99168	0.5778	0.85634	0.6448	0.104774
Kcnj6	5	0.032548	0.16616	0.71244	0.97819	0.86803	0.96289	0.13733	0.70172	0.3582	0.86883	0.48286	0.81904	0.53556	0.104782
Sf3a3	5	-2.034	-4.5717	5.14E-05	0.0028249	4.84E-06	0.00030185	-1.9292	-4.3521	0	0	1.35E-05	0.00066272	0.2196	0.1048
Olfr576	4	0.25129	0.85563	0.11873	0.56283	0.3922	0.80716	0.3561	1.2126	0.0429	0.35487	0.22528	0.72932	0.35697	0.10481
4930564D02Rik	5	-0.18084	-1.21	0.5988	0.95588	0.22628	0.75527	-0.075985	-0.50868	0.86524	0.99376	0.61098	0.87178	0.70132	0.104855
Heatr1	5	-1.9628	-4.6695	5.14E-05	0.0028249	3.02E-06	0.00021729	-1.8579	-4.4307	5.14E-05	0.0028986	9.39E-06	0.00051219	0.2388	0.1049
Cpne3	5	-0.077813	-0.46201	0.87243	0.99329	0.64407	0.89633	0.027099	0.161	0.75904	0.98712	0.8721	0.96167	0.62301	0.104912
Dhcr24	5	0.12746	0.60058	0.35388	0.84882	0.54812	0.86225	0.23241	1.0954	0.13214	0.60432	0.27332	0.74592	0.49482	0.10495
Eri3	5	0.023105	0.19892	0.75134	0.98305	0.84233	0.95455	0.12809	1.1039	0.38805	0.88713	0.26964	0.74585	0.90498	0.104985
Mfsd8	5	-0.11105	-0.64404	0.76993	0.98626	0.51955	0.85179	-0.0060486	-0.035104	0.88887	0.99417	0.972	0.99277	0.608936	0.1050014
AI467606	5	-0.17604	-1.4043	0.60789	0.95751	0.16024	0.71256	-0.071035	-0.56719	0.88086	0.99417	0.57058	0.85283	0.83711	0.105005
Brinp3	5	0.12619	0.71462	0.3582	0.85254	0.47485	0.83887	0.23125	1.3097	0.13456	0.60888	0.19031	0.72253	0.59508	0.10506
K230010J24Rik	5	-0.080361	-0.69556	0.86498	0.99292	0.48671	0.84331	0.024743	0.21427	0.76716	0.98712	0.83034	0.94879	0.90983	0.105104
1110012L19Rik	5	-0.085334	-0.79798	0.84844	0.99148	0.42488	0.8197	0.019772	0.18494	0.78802	0.98891	0.85328	0.95603	0.98292	0.105106
Riok1	5	-1.028	-2.867	0.015773	0.19529	0.0041444	0.054541	-0.92289	-2.5883	0.025123	0.2608	0.0096445	0.105	0.2787	0.10511
Klrk1	5	0.036173	0.28216	0.69796	0.97702	0.77782	0.93658	0.14133	1.1025	0.34638	0.86094	0.27023	0.74585	0.82034	0.105157
Olfr898	1	0.078511	0.42205	0.86246	0.99237	0.67298	0.90451	0.18368	0.98741	0.60435	0.96568	0.32344	0.75893	0.56536	0.105169
Kif3b	5	0.047843	0.2996	0.64863	0.96485	0.76448	0.93285	0.15302	0.95873	0.31088	0.83292	0.33769	0.76101	0.65913	0.105177
Snx21	5	-0.10281	-0.69441	0.79752	0.99117	0.48743	0.84353	0.0023762	0.016061	0.85727	0.99376	0.98719	0.99608	0.710471	0.1051862
Efcab14	5	0.020281	0.13952	0.76356	0.98542	0.88904	0.96894	0.12557	0.86409	0.39648	0.89422	0.38754	0.78227	0.72457	0.105289
Nupr1	5	0.0063884	0.040698	0.81818	0.99117	0.96754	0.99075	0.11174	0.71202	0.44246	0.91676	0.47645	0.81591	0.671322	0.1053516
Rsph6a	5	-0.30941	-1.7659	0.38081	0.86266	0.077416	0.53509	-0.20405	-1.1655	0.54233	0.94853	0.24382	0.73976	0.6004	0.10536
Ifna16	3	0.025286	0.18728	0.84628	0.99117	0.85144	0.95789	0.13065	0.96789	0.50252	0.93451	0.3331	0.76046	0.78061	0.105364
Ccdc115	5	-1.0201	-3.0966	0.016338	0.20025	0.0019577	0.029722	-0.91472	-2.7858	0.025894	0.26464	0.0053403	0.064441	0.3108	0.10538
Ndor1	5	-2.1824	-4.4536	0	0	8.45E-06	0.00044836	-2.077	-4.2506	0	0	2.13E-05	0.00089451	0.203	0.1054
Zhx3	5	0.31944	1.1214	0.030415	0.28836	0.26212	0.76672	0.42486	1.4935	0.0085799	0.12481	0.1353	0.67836	0.3721	0.10542
Gpr37	5	-0.046681	-0.29228	0.98248	0.99969	0.77007	0.93418	0.05877	0.36847	0.63543	0.9707	0.71252	0.9059	0.66075	0.105451
Ncdn	5	-0.26072	-1.3147	0.4534	0.90088	0.1886	0.73046	-0.15526	-0.78458	0.64463	0.97218	0.4327	0.79529	0.53012	0.10546
Cxcl10	5	0.2207	1.1839	0.12546	0.57324	0.23644	0.75893	0.32618	1.7509	0.042335	0.35267	0.079955	0.54759	0.567	0.10548
Tia1	5	-0.0069997	-0.041573	0.8713	0.99329	0.96684	0.99055	0.098511	0.58516	0.48654	0.93146	0.55844	0.84932	0.626733	0.1055107
Tmem14c	5	0.015339	0.17199	0.78386	0.98873	0.86344	0.96161	0.12086	1.3557	0.41096	0.90327	0.17521	0.71025	1.18371	0.105521
Coro1b	5	0.10824	0.47605	0.41764	0.88445	0.63404	0.89244	0.2138	0.94096	0.16276	0.65877	0.34672	0.76356	0.46491	0.10556
Neil1	5	0.074585	0.40813	0.54023	0.93397	0.68318	0.9074	0.18015	0.98633	0.23556	0.75776	0.32397	0.75909	0.5782	0.105565
Igtp	5	0.19452	0.99367	0.17412	0.66044	0.32038	0.78516	0.30009	1.5335	0.057748	0.40902	0.12516	0.66142	0.53983	0.10557
Stac	5	0.20009	0.64601	0.16317	0.64566	0.51827	0.8515	0.30567	0.98701	0.053689	0.393	0.32364	0.75893	0.341	0.10558
Ubr4	5	0.12038	0.46707	0.37711	0.86041	0.64045	0.89479	0.22599	0.87834	0.14273	0.62382	0.37976	0.77758	0.41127	0.10561
Ppp1r3g	5	0.25892	1.0454	0.07424	0.456	0.29584	0.78126	0.36455	1.4731	0.023685	0.25219	0.14073	0.68275	0.4277	0.10563
BC024139	5	0.22043	0.95639	0.12598	0.57424	0.33888	0.79011	0.32608	1.4151	0.042386	0.35267	0.15705	0.69811	0.45871	0.10565
Ltbp4	5	0.027563	0.14169	0.73181	0.97927	0.88732	0.96878	0.13323	0.68525	0.37089	0.87609	0.49319	0.82292	0.54356	0.105667
Pip4k2a	5	-0.028935	-0.31121	0.95669	0.99926	0.75564	0.92974	0.076864	0.82817	0.56448	0.95474	0.40757	0.78673	1.13938	0.105799
Eef2	5	-2.1416	-4.5692	0	0	4.90E-06	0.00030443	-2.0358	-4.3815	0	0	1.18E-05	0.0006102	0.1877	0.1058
Sez6l	5	0.12336	0.9623	0.36765	0.85779	0.3359	0.78808	0.22916	1.7879	0.13748	0.6154	0.073785	0.52376	0.8256	0.1058
Ano10	5	0.27358	1.1621	0.059546	0.4081	0.2452	0.76233	0.37942	1.6122	0.018753	0.21909	0.10692	0.62346	0.4501	0.10584
Dock8	5	-0.25256	-1.4409	0.46722	0.90868	0.14961	0.69901	-0.14672	-0.83751	0.666	0.97667	0.40231	0.78664	0.60339	0.10584
C1ql1	5	0.030311	0.16347	0.72123	0.97826	0.87015	0.96358	0.13617	0.7345	0.36282	0.87135	0.46264	0.80964	0.57103	0.105859
Tuba8	5	0.12917	0.68209	0.34952	0.84585	0.49518	0.8465	0.23507	1.2419	0.12819	0.59962	0.21428	0.72877	0.55981	0.1059
Ccdc110	5	-0.0050689	-0.026368	0.86277	0.99244	0.97896	0.99455	0.10085	0.52465	0.47775	0.92721	0.59983	0.86687	0.551018	0.1059189
Tbc1d32	5	-0.083997	-0.91484	0.8525	0.99148	0.36028	0.79829	0.021928	0.2389	0.77918	0.98769	0.81118	0.94156	1.15374	0.105925
Abca3	5	0.030354	0.25738	0.72113	0.97826	0.79689	0.94236	0.13629	1.1567	0.36231	0.87135	0.2474	0.74253	0.89932	0.105936
Lamc3	5	0.059528	0.25574	0.60209	0.95699	0.79815	0.94262	0.1655	0.71161	0.27533	0.79982	0.47671	0.81608	0.45587	0.105972
Slc23a2	5	0.16915	0.87552	0.23356	0.74245	0.38129	0.80346	0.27521	1.4246	0.079942	0.48534	0.15427	0.69787	0.54908	0.10606
Olfr1469	5	-0.0291	-0.2941	0.95731	0.99926	0.76868	0.93418	0.076982	0.77848	0.56422	0.95472	0.43628	0.79758	1.07258	0.106082
Gpr55	5	0.069296	0.50004	0.56191	0.94256	0.61705	0.88515	0.17539	1.2658	0.24784	0.77024	0.20557	0.72776	0.76576	0.106094
Lyplal1	5	0.17465	0.87803	0.2201	0.72733	0.37993	0.80318	0.28075	1.4117	0.073931	0.46404	0.15802	0.69811	0.53367	0.1061
Vmn1r230	5	-0.008131	-0.047729	0.87562	0.99329	0.96193	0.98927	0.098018	0.57555	0.48813	0.93146	0.56492	0.85113	0.623279	0.106149
Olfr678	5	0.035853	0.24314	0.69955	0.97702	0.80789	0.94534	0.14206	0.96367	0.34438	0.86002	0.33521	0.7605	0.72053	0.106207
Gm1587	5	0.051788	0.48804	0.63255	0.96278	0.62552	0.88931	0.15802	1.4894	0.29614	0.82003	0.13639	0.67993	1.00136	0.106232
Msh2	5	-0.044516	-0.26276	0.98901	0.99969	0.79274	0.9413	0.061735	0.36457	0.62397	0.96744	0.71543	0.90698	0.62733	0.106251
Ppm1b	5	-0.2348	-2.0008	0.49748	0.91913	0.04541	0.37388	-0.12852	-1.0974	0.71147	0.97994	0.27247	0.74585	0.9034	0.10628
Gsc2	5	0.34421	1.1023	0.019831	0.22209	0.27034	0.77189	0.45055	1.4442	0.0056515	0.095735	0.14869	0.68998	0.3419	0.10634
9-Sep	5	-0.13755	-0.73015	0.69775	0.97702	0.4653	0.83531	-0.031193	-0.16572	0.98371	0.99891	0.86837	0.96006	0.56443	0.106357
Smim14	5	-0.0062708	-0.030402	0.8677	0.99329	0.97575	0.99336	0.10009	0.48574	0.48032	0.92806	0.62715	0.876	0.516142	0.1063608
Rsu1	5	0.11075	0.50328	0.40927	0.88073	0.61477	0.88435	0.21717	0.98711	0.15655	0.64885	0.32359	0.75893	0.48383	0.10642
Olfr47	5	0.11559	0.63485	0.39226	0.86989	0.52553	0.85442	0.22201	1.2196	0.14812	0.63113	0.22261	0.72932	0.58475	0.10642
Olfr139	5	0.046458	0.40814	0.6547	0.96636	0.68317	0.9074	0.15292	1.3436	0.31114	0.83336	0.17906	0.71405	0.93546	0.106462
Diras1	5	0.085679	0.50548	0.49794	0.91942	0.61322	0.88362	0.19215	1.1339	0.20499	0.71416	0.25685	0.74312	0.62842	0.106471
3110018I06Rik	2	0.022359	0.12346	0.92499	0.99834	0.90174	0.97313	0.12884	0.71149	0.61257	0.96568	0.47678	0.81612	0.58803	0.106481
Ccdc167	1	-0.051588	-0.33269	0.81556	0.99117	0.73936	0.92517	0.054905	0.35409	0.91944	0.99429	0.72327	0.90947	0.68678	0.106493
G0s2	5	0.12133	0.73243	0.37408	0.86041	0.4639	0.83506	0.22783	1.3755	0.13954	0.6191	0.16897	0.70263	0.64307	0.1065
Gpr174	5	0.070501	0.2739	0.55667	0.94029	0.78416	0.93883	0.17701	0.68795	0.24358	0.76521	0.49149	0.82163	0.41405	0.106509
Olfr644	5	0.21763	0.87485	0.1305	0.5832	0.38165	0.80346	0.32416	1.3042	0.043362	0.35672	0.19217	0.72489	0.42935	0.10653
Ercc3	5	-0.92383	-3.1446	0.025226	0.25734	0.0016631	0.026084	-0.81729	-2.7848	0.040999	0.3465	0.0053563	0.064594	0.3598	0.10654
Glmn	5	-0.4614	-2.0756	0.22	0.72733	0.037932	0.32817	-0.35485	-1.5987	0.32064	0.84178	0.10989	0.63037	0.4769	0.10655
Mrps28	5	-0.82904	-2.6962	0.038533	0.32866	0.0070142	0.08443	-0.72247	-2.3551	0.065968	0.43466	0.018518	0.18277	0.3411	0.10657
Tmem184b	5	-0.14326	-1.8299	0.68403	0.9751	0.067259	0.49172	-0.036681	-0.46869	0.99615	0.99974	0.63929	0.881	1.36121	0.106579
Hist1h4d	5	-0.27434	-1.4239	0.43146	0.8917	0.15446	0.70617	-0.16776	-0.87111	0.61601	0.96651	0.38369	0.77988	0.55279	0.10658
Grhl2	5	0.18996	0.78254	0.18413	0.67872	0.4339	0.82359	0.29656	1.2221	0.060265	0.41774	0.22167	0.72877	0.43956	0.1066
Wbscr22	5	-1.2562	-3.2855	0.0045725	0.08256	0.0010182	0.017553	-1.1496	-3.0145	0.0083231	0.12301	0.0025744	0.035842	0.271	0.1066
Olfr904	5	0.14157	0.7347	0.31222	0.82233	0.46252	0.83505	0.24823	1.2883	0.10995	0.55927	0.19764	0.7266	0.5536	0.10666
Ntrk2	5	-0.15651	-1.9135	0.65172	0.96523	0.055687	0.43131	-0.049845	-0.60968	0.9514	0.99725	0.54208	0.84457	1.30382	0.106665
Cry1	5	-0.1982	-1.1388	0.56438	0.943	0.25478	0.76455	-0.091474	-0.52633	0.81571	0.99168	0.59866	0.86583	0.61247	0.106726
Drd4	5	0.057251	0.47634	0.61108	0.95845	0.63383	0.89244	0.16401	1.3663	0.27964	0.80375	0.17184	0.7065	0.88996	0.106759
Rcn1	5	0.074115	0.31268	0.54228	0.93491	0.75452	0.92944	0.18088	0.76328	0.23361	0.75494	0.4453	0.8012	0.4506	0.106765
Car11	5	-0.086823	-0.62298	0.84407	0.99117	0.5333	0.85685	0.019943	0.14317	0.7874	0.9889	0.88616	0.96531	0.76615	0.106766
H2-T3	5	-0.1334	-0.77871	0.7091	0.97805	0.43615	0.82372	-0.026499	-0.1549	0.96732	0.99816	0.8769	0.96293	0.62381	0.106901
Prkaca	5	0.073995	0.44709	0.5428	0.93538	0.65481	0.89801	0.1809	1.0933	0.23361	0.75494	0.27425	0.74592	0.64621	0.106905
Vmn1r228	5	0.19243	0.9323	0.17828	0.66679	0.35118	0.79386	0.29936	1.4506	0.058107	0.41023	0.14689	0.68904	0.5183	0.10693
Rap1gap	5	-0.011342	-0.058465	0.88795	0.99465	0.95338	0.9868	0.095651	0.49399	0.49579	0.93262	0.62131	0.87446	0.552455	0.106993
Trnt1	5	-1.7615	-4.1235	0.00035964	0.015317	3.73E-05	0.0013328	-1.6545	-3.8984	0.00051377	0.018282	9.68E-05	0.0027121	0.2251	0.107
Usp19	5	-0.031545	-0.35372	0.96583	0.99926	0.72355	0.91796	0.075477	0.84661	0.57069	0.9585	0.39721	0.78472	1.20033	0.107022
Pkd1l3	5	0.23541	0.87015	0.10239	0.52807	0.38422	0.80346	0.34246	1.2662	0.033241	0.30577	0.20544	0.72776	0.39605	0.10705
Dnajc5	5	0.030478	0.19374	0.72077	0.97826	0.84638	0.95571	0.13757	0.87491	0.35748	0.86883	0.38162	0.77934	0.68117	0.107092
Tktl1	5	0.0016354	0.0097367	0.83785	0.99117	0.99223	0.99808	0.10873	0.6475	0.45284	0.92168	0.51731	0.83209	0.6377633	0.1070946
Eid1	5	-0.10731	-0.81078	0.78247	0.98858	0.41749	0.81691	-0.00018066	-0.0013655	0.8656	0.99376	0.99891	1	0.8094145	0.10712934
Gimap8	5	0.053294	0.35489	0.62639	0.9613	0.72267	0.91789	0.16043	1.0687	0.28982	0.81447	0.28522	0.74775	0.71381	0.107136
Zbtb8a	5	-0.11934	-0.69016	0.74753	0.98259	0.49009	0.84414	-0.01219	-0.070573	0.9106	0.99417	0.94374	0.98425	0.619587	0.10715
Tiam1	5	0.14891	0.86639	0.2911	0.8052	0.38627	0.80471	0.25607	1.4901	0.10013	0.53395	0.13619	0.67993	0.62371	0.10716
Pkmyt1	5	-0.64192	-2.226	0.097308	0.51607	0.026012	0.24388	-0.53474	-1.8598	0.15752	0.65206	0.062909	0.47607	0.3662	0.10718
Ppie	5	-1.3321	-3.5229	0.0029799	0.061311	0.00042685	0.0086998	-1.2249	-3.2442	0.0057028	0.095855	0.0011778	0.018776	0.2787	0.1072
Dtnb	5	-0.16581	-0.93539	0.62926	0.96151	0.34959	0.79386	-0.058595	-0.33081	0.92139	0.99434	0.74079	0.9158	0.60458	0.107215
Slc4a11	5	0.056273	0.37786	0.61483	0.95872	0.70554	0.91265	0.1635	1.0981	0.28093	0.80424	0.27217	0.74585	0.72024	0.107227
Ubald2	5	-1.0533	-3.1822	0.013872	0.17928	0.0014616	0.023453	-0.946	-2.8688	0.023068	0.24793	0.0041207	0.052217	0.3134	0.1073
Sin3a	5	-0.70561	-3.3366	0.071774	0.4479	0.00084801	0.015283	-0.59829	-2.8297	0.11986	0.58281	0.0046591	0.057615	0.5069	0.10732
Rrp8	5	-0.13245	-1.6664	0.71219	0.97819	0.095625	0.60053	-0.025096	-0.31583	0.9626	0.99816	0.75214	0.92048	1.35057	0.107354
Adam3	5	0.09031	0.66274	0.48207	0.91583	0.5075	0.84966	0.19768	1.4508	0.19405	0.70501	0.14684	0.68904	0.78806	0.10737
H2-M10.1	5	0.097595	0.72158	0.45535	0.90273	0.47056	0.83634	0.205	1.5168	0.17967	0.6873	0.12931	0.671	0.79522	0.107405
Ier3ip1	5	-0.2238	-1.8594	0.51552	0.92582	0.062973	0.47003	-0.11636	-0.96722	0.74538	0.9854	0.33344	0.76046	0.89218	0.10744
Tmem200c	5	0.35129	1.1521	0.017879	0.21104	0.24928	0.76337	0.45876	1.5056	0.0049322	0.087114	0.13218	0.67507	0.3535	0.10747
Phf14	5	0.14528	0.75153	0.30148	0.81297	0.45233	0.83112	0.25276	1.3079	0.1044	0.54624	0.19092	0.72395	0.55637	0.10748
Dhx16	5	-0.90985	-3.4073	0.026921	0.26707	0.00065603	0.012397	-0.80232	-3.0067	0.044184	0.36025	0.0026412	0.036408	0.4006	0.10753
Stxbp5	5	-0.068108	-0.39058	0.90588	0.99712	0.69611	0.91095	0.03943	0.22627	0.709	0.97994	0.82099	0.94516	0.61685	0.107538
Tsx	5	0.04356	0.35636	0.66667	0.97104	0.72157	0.91778	0.1511	1.2367	0.31664	0.83611	0.21618	0.72877	0.88034	0.10754
Dhtkd1	5	0.030551	0.14055	0.7202	0.97826	0.88823	0.96882	0.1381	0.63591	0.35589	0.86815	0.52484	0.83603	0.49536	0.107549
Bmp1	5	0.2106	1.0708	0.14139	0.60227	0.28424	0.77874	0.31815	1.6186	0.046804	0.37134	0.10554	0.62079	0.5478	0.10755
Hsd11b1	5	0.24504	1.2168	0.090372	0.49943	0.22367	0.75503	0.35259	1.7516	0.028566	0.27884	0.079836	0.54697	0.5348	0.10755
Ccdc61	5	0.058292	0.23076	0.60712	0.95751	0.8175	0.94843	0.16588	0.65675	0.2743	0.79853	0.51134	0.82962	0.42599	0.107588
H2-Ab1	5	0.31693	1.1812	0.031597	0.29314	0.23753	0.75893	0.42457	1.5826	0.0087341	0.12677	0.11352	0.63823	0.4014	0.10764
Klk11	5	0.047095	0.45032	0.65136	0.96523	0.65248	0.89779	0.15475	1.4799	0.30554	0.82827	0.13891	0.68135	1.02958	0.107655
Gata1	5	0.1376	1.0045	0.3248	0.83351	0.31512	0.78463	0.2453	1.7913	0.1138	0.56751	0.073242	0.52124	0.7868	0.1077
Chtop	5	0.050791	0.24291	0.63635	0.96388	0.80808	0.94544	0.1585	0.75941	0.29495	0.81948	0.44761	0.80147	0.5165	0.107709
En1	5	-0.095791	-0.7749	0.81807	0.99117	0.4384	0.82481	0.011938	0.096622	0.82059	0.99168	0.92303	0.978	0.871522	0.107729
Izumo1r	5	0.045262	0.33689	0.65999	0.96734	0.7362	0.92329	0.15302	1.1393	0.31088	0.83292	0.25458	0.7431	0.80241	0.107758
Dennd5a	5	-0.075292	-0.41949	0.8787	0.99329	0.67486	0.90527	0.032467	0.18114	0.73767	0.98511	0.85626	0.95684	0.60063	0.107759
Ascl4	5	0.07406	0.38484	0.54239	0.93491	0.70036	0.91122	0.18182	0.94564	0.23109	0.75167	0.34433	0.76352	0.5608	0.10776
Ints2	5	-0.99678	-3.3739	0.017931	0.21113	0.00074099	0.013762	-0.88901	-3.0122	0.028771	0.28028	0.0025937	0.03606	0.3617	0.10777
2410016O06Rik	5	-0.039986	-0.23739	0.9963	0.99969	0.81236	0.94664	0.067787	0.40301	0.60008	0.96467	0.68694	0.89733	0.6404	0.107773
Asah2	5	0.33693	1.1294	0.022452	0.24064	0.25872	0.76509	0.44471	1.4909	0.0063194	0.1038	0.136	0.67993	0.3615	0.10778
Trappc6a	5	-0.27964	-1.3003	0.42324	0.88829	0.1935	0.73132	-0.17179	-0.79912	0.60799	0.96568	0.42422	0.79328	0.50118	0.10785
Kifc5b	1	0.22067	0.59494	0.52163	0.92874	0.55188	0.86377	0.32855	0.8858	0.33128	0.85102	0.37572	0.77505	0.29086	0.10788
Gdf7	5	0.029102	0.24292	0.72616	0.97886	0.80807	0.94544	0.137	1.1436	0.35948	0.86923	0.25281	0.7431	0.90068	0.107898
F11r	5	0.036843	0.24709	0.69528	0.97696	0.80484	0.94417	0.14479	0.97124	0.33606	0.85492	0.33143	0.75995	0.72415	0.107947
Trpm3	5	0.1576	0.81929	0.26557	0.78306	0.41262	0.81512	0.26555	1.3824	0.08991	0.51094	0.16684	0.70263	0.56311	0.10795
Chrm3	5	-0.24978	-1.5665	0.47195	0.91132	0.11723	0.65006	-0.14182	-0.88967	0.67884	0.97925	0.37365	0.77448	0.67683	0.10796
Glt8d2	5	0.031682	0.15689	0.71661	0.97826	0.87533	0.96502	0.13967	0.6927	0.35101	0.86415	0.4885	0.82082	0.53581	0.107988
Xkr5	5	-0.1924	-1.8208	0.5765	0.94709	0.068633	0.49809	-0.084394	-0.79903	0.8376	0.99168	0.42427	0.79328	1.02177	0.108006
Spata5	5	-0.89935	-2.8885	0.028206	0.27564	0.0038707	0.051637	-0.79134	-2.5439	0.046907	0.37159	0.010963	0.11744	0.3446	0.10801
Spry1	5	-0.28792	-1.4184	0.41122	0.88183	0.15606	0.70791	-0.17988	-0.88631	0.59279	0.96243	0.37545	0.775	0.53209	0.10804
Slc35f3	5	0.22763	0.66417	0.11493	0.55744	0.50658	0.84966	0.33568	0.9798	0.036375	0.32198	0.32718	0.75948	0.31563	0.10805
Ttll6	5	0.19614	0.80738	0.17114	0.65728	0.41945	0.81705	0.30419	1.2534	0.054716	0.3968	0.21005	0.72877	0.44602	0.10805
Pcbd1	5	-0.3329	-1.3017	0.35075	0.84687	0.19301	0.73114	-0.22484	-0.88113	0.50488	0.93528	0.37824	0.77673	0.42057	0.10806
Proser1	5	0.14043	0.61618	0.3153	0.82475	0.53778	0.85873	0.24854	1.0912	0.10959	0.55852	0.27517	0.74592	0.47502	0.10811
Btg1	5	-0.23022	-1.3531	0.50421	0.92072	0.17603	0.7261	-0.12206	-0.71838	0.72883	0.98337	0.47252	0.8139	0.63472	0.10816
Gtf2h5	5	0.41189	1.5364	0.0061139	0.10171	0.12443	0.66465	0.52006	1.9401	0.0019009	0.045455	0.052369	0.41835	0.4037	0.10817
Rarres2	5	0.17088	0.88297	0.22919	0.73741	0.37725	0.80278	0.27908	1.4434	0.075884	0.47038	0.1489	0.69004	0.56043	0.1082
Nf2	5	0.30112	1.0568	0.039971	0.3352	0.2906	0.78025	0.40932	1.4371	0.011508	0.15427	0.1507	0.69312	0.3803	0.1082
Sec13	5	-1.7899	-4.3196	0.00035964	0.015317	1.56E-05	0.00069085	-1.6817	-4.0747	0.00046239	0.016981	4.61E-05	0.001546	0.2449	0.1082
Parp14	5	0.014604	0.068369	0.78637	0.98889	0.94549	0.98532	0.12283	0.57573	0.40449	0.90019	0.5648	0.85113	0.507361	0.108226
Spdef	5	0.33841	1.0764	0.021887	0.23706	0.28173	0.77709	0.44665	1.4209	0.0060625	0.10043	0.15534	0.69811	0.3445	0.10824
RP24-254M13.1	5	-0.007172	-0.051504	0.87181	0.99329	0.95892	0.98841	0.10112	0.72626	0.47693	0.92692	0.46768	0.81192	0.777764	0.108292
Naca	5	-2.4262	-5.4544	0	0	4.91E-08	1.49E-05	-2.3179	-5.232	0	0	1.68E-07	3.92E-05	0.2224	0.1083
Cyb5r4	5	-0.33606	-1.7785	0.34695	0.84552	0.075319	0.52548	-0.22775	-1.2082	0.50026	0.934	0.22696	0.72992	0.5703	0.10831
1500011K16Rik	5	-0.17522	-0.83277	0.60974	0.95796	0.40497	0.81168	-0.066884	-0.31818	0.89437	0.99417	0.75035	0.91988	0.51459	0.108336
Wnt8b	5	-0.18367	-1.2486	0.5934	0.95392	0.21181	0.74431	-0.075322	-0.51288	0.8675	0.99376	0.60804	0.87021	0.73572	0.108348
Ogfod1	5	-0.17864	-1.3193	0.60265	0.957	0.18707	0.7291	-0.070282	-0.51986	0.88343	0.99417	0.60316	0.86833	0.79944	0.108358
Gpr35	5	0.056813	0.47013	0.61272	0.95845	0.63826	0.89406	0.16519	1.3671	0.2763	0.80015	0.17159	0.70605	0.89697	0.108377
Pomp	5	-1.6487	-4.449	0.0006679	0.021959	8.63E-06	0.00045353	-1.5403	-4.1713	0.0011303	0.033333	3.03E-05	0.0011356	0.2777	0.1084
A630033H20Rik	5	0.062767	0.4362	0.58898	0.95254	0.66269	0.90086	0.17117	1.1897	0.25935	0.78288	0.23418	0.73404	0.7535	0.108403
0610007P14Rik	5	-0.18159	-1.3382	0.59726	0.95588	0.18084	0.72824	-0.073176	-0.5394	0.87428	0.99376	0.58961	0.86177	0.7988	0.108414
Copg1	5	-0.29959	-1.5183	0.3938	0.87112	0.12893	0.66906	-0.19114	-0.96959	0.57059	0.95841	0.33225	0.76045	0.54871	0.10845
Prep	5	0.093986	0.62824	0.46907	0.91045	0.52984	0.85613	0.20249	1.3551	0.1848	0.69494	0.1754	0.71025	0.72686	0.108504
Tex43	5	0.0018903	0.015419	0.83678	0.99117	0.9877	0.99728	0.11041	0.90125	0.44703	0.91996	0.36745	0.7722	0.885831	0.1085197
Ttbk1	5	-0.21124	-0.86445	0.53807	0.93397	0.38734	0.80547	-0.10267	-0.42063	0.78478	0.98823	0.67403	0.89376	0.44382	0.10857
Gtf3c3	5	-1.4259	-3.5247	0.0021578	0.050299	0.00042389	0.0086485	-1.3173	-3.2668	0.0034423	0.068437	0.0010877	0.017628	0.2579	0.1086
